cell_type,segment,percent_immune
NK,Stroma,0.0026664755850236547
pDCs,Stroma,0.027639714321755073
mDCs,Stroma,0.0
monocytes.C,Stroma,0.013183654988486811
monocytes.NC.I,Stroma,0.04242531341082298
neutrophils,Stroma,0.04738461382686092
Treg,Stroma,0.030132411473843827
endothelial.cells,Stroma,0.08791467613258565
fibroblasts,Stroma,0.1515095203035213
macrophages,Tumor,0.21874173413211007
mast,Tumor,0.008463178825991926
B.naive,Tumor,0.02155648780609046
B.memory,Tumor,0.0
plasma,Tumor,0.010636693196952166
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.0
T.CD8.naive,Tumor,0.3046417175430157
T.CD8.memory,Tumor,0.0
NK,Tumor,0.0557643451770012
pDCs,Tumor,0.017929822892745452
mDCs,Tumor,0.0
monocytes.C,Tumor,0.027513038051385257
monocytes.NC.I,Tumor,0.009660606151070422
neutrophils,Tumor,0.20563096895171581
Treg,Tumor,0.006117404393541422
endothelial.cells,Tumor,0.0940700881507805
fibroblasts,Tumor,0.019273914727599567
macrophages,Stroma,0.27040273726883757
mast,Stroma,0.0
B.naive,Stroma,0.0027049694119259033
B.memory,Stroma,0.011233687448999196
plasma,Stroma,0.009532429506735008
T.CD4.naive,Stroma,0.10328971935801871
T.CD4.memory,Stroma,0.18564509891284453
T.CD8.naive,Stroma,0.0
T.CD8.memory,Stroma,0.09228958506639236
NK,Stroma,0.014900502978573368
pDCs,Stroma,0.0165753349362697
mDCs,Stroma,0.0010773980079536796
monocytes.C,Stroma,0.014883096464912732
monocytes.NC.I,Stroma,0.0610688965325
neutrophils,Stroma,0.04710319916130043
Treg,Stroma,0.030026461716161544
endothelial.cells,Stroma,0.07679222558661432
fibroblasts,Stroma,0.06247465764196093
macrophages,Tumor,0.1624409324909565
mast,Tumor,0.008909307464548774
B.naive,Tumor,0.04405909272566075
B.memory,Tumor,0.0
plasma,Tumor,0.0
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.0
T.CD8.naive,Tumor,0.34850237497138803
T.CD8.memory,Tumor,0.0
NK,Tumor,0.0513655474939294
pDCs,Tumor,0.023210507432784924
mDCs,Tumor,0.0
monocytes.C,Tumor,0.0030920913442111005
monocytes.NC.I,Tumor,0.010628696593002371
neutrophils,Tumor,0.21218466544972944
Treg,Tumor,0.0
endothelial.cells,Tumor,0.11786903070035788
fibroblasts,Tumor,0.017737753333430962
macrophages,Stroma,0.2578182826193654
mast,Stroma,0.00549755860459051
B.naive,Stroma,0.0
B.memory,Stroma,0.0
plasma,Stroma,0.025894224468616993
T.CD4.naive,Stroma,0.0
T.CD4.memory,Stroma,0.0
T.CD8.naive,Stroma,0.11782211256550153
T.CD8.memory,Stroma,0.10469785851943637
NK,Stroma,0.018050894052164874
pDCs,Stroma,0.02034725064946951
mDCs,Stroma,0.0
monocytes.C,Stroma,0.025377590832286648
monocytes.NC.I,Stroma,0.053266962677353764
neutrophils,Stroma,0.05127537148911335
Treg,Stroma,0.0
endothelial.cells,Stroma,0.15892293638551813
fibroblasts,Stroma,0.16102895713658286
macrophages,Tumor,0.13673404161799446
mast,Tumor,0.007681515141627652
B.naive,Tumor,0.0
B.memory,Tumor,0.0
plasma,Tumor,0.0
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.0
T.CD8.naive,Tumor,0.3833157840424586
T.CD8.memory,Tumor,0.0
NK,Tumor,0.043213386731144485
pDCs,Tumor,0.027416320220668505
mDCs,Tumor,0.0
monocytes.C,Tumor,0.012369000600960274
monocytes.NC.I,Tumor,0.008536477233928082
neutrophils,Tumor,0.2301532049427919
Treg,Tumor,0.0
endothelial.cells,Tumor,0.12280045271295936
fibroblasts,Tumor,0.02777981675546681
macrophages,Stroma,0.27357411187163716
mast,Stroma,0.004106186321937171
B.naive,Stroma,0.01416330720771017
B.memory,Stroma,0.0
plasma,Stroma,0.0
T.CD4.naive,Stroma,0.0
T.CD4.memory,Stroma,0.0
T.CD8.naive,Stroma,0.15150440059414233
T.CD8.memory,Stroma,0.0
NK,Stroma,0.03502800550524006
pDCs,Stroma,0.019562774256067488
mDCs,Stroma,0.0
monocytes.C,Stroma,0.042265490734454673
monocytes.NC.I,Stroma,0.06274590355971205
neutrophils,Stroma,0.02511356243989083
Treg,Stroma,0.0
endothelial.cells,Stroma,0.15579377339035863
fibroblasts,Stroma,0.21614248411884948
macrophages,Tumor,0.20494568661389148
mast,Tumor,0.008104927799424235
B.naive,Tumor,0.016147364478152952
B.memory,Tumor,0.0
plasma,Tumor,0.010848890199649939
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.0
T.CD8.naive,Tumor,0.2907172492369355
T.CD8.memory,Tumor,0.0
NK,Tumor,0.04630565965047162
pDCs,Tumor,0.024188868300275897
mDCs,Tumor,0.0
monocytes.C,Tumor,0.02102922724535882
monocytes.NC.I,Tumor,0.010081281553432738
neutrophils,Tumor,0.21552006164563528
Treg,Tumor,0.0
endothelial.cells,Tumor,0.12635789746026987
fibroblasts,Tumor,0.025752885816501776
macrophages,Stroma,0.2574504151855301
mast,Stroma,0.0023031539520844825
B.naive,Stroma,0.03293811931381492
B.memory,Stroma,0.012510847789353095
plasma,Stroma,0.0017392343300634625
T.CD4.naive,Stroma,0.028472072131109066
T.CD4.memory,Stroma,0.08170507106385286
T.CD8.naive,Stroma,0.0
T.CD8.memory,Stroma,0.12866614920279237
NK,Stroma,0.023551162879440247
pDCs,Stroma,0.022590980109156004
mDCs,Stroma,0.0
monocytes.C,Stroma,0.016790682206257318
monocytes.NC.I,Stroma,0.03606999302968104
neutrophils,Stroma,0.0465104128438519
Treg,Stroma,0.02748823315628313
endothelial.cells,Stroma,0.14858862139864673
fibroblasts,Stroma,0.13262485140808322
macrophages,Tumor,0.08149918192407084
mast,Tumor,0.0040454658376871955
B.naive,Tumor,0.014275680003512755
B.memory,Tumor,0.0
plasma,Tumor,0.02005459595385509
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.0
T.CD8.naive,Tumor,0.3968438886198477
T.CD8.memory,Tumor,0.050889348853923884
NK,Tumor,0.032724071175957034
pDCs,Tumor,0.038858993690021916
mDCs,Tumor,0.0
monocytes.C,Tumor,0.007130759029610939
monocytes.NC.I,Tumor,0.03829660202164118
neutrophils,Tumor,0.16863311232739522
Treg,Tumor,0.044722993030128916
endothelial.cells,Tumor,0.08211408588719765
fibroblasts,Tumor,0.019911221645149656
macrophages,Stroma,0.13456591131044007
mast,Stroma,0.0005522996508294977
B.naive,Stroma,0.020860015535779118
B.memory,Stroma,0.0036989665254939497
plasma,Stroma,0.022303073052477536
T.CD4.naive,Stroma,0.0
T.CD4.memory,Stroma,0.31882183034007944
T.CD8.naive,Stroma,0.0
T.CD8.memory,Stroma,0.17972312835671514
NK,Stroma,0.036346993952824674
pDCs,Stroma,0.0345821046994811
mDCs,Stroma,0.007732977132169367
monocytes.C,Stroma,0.0
monocytes.NC.I,Stroma,0.046311526592561054
neutrophils,Stroma,0.026033505105083853
Treg,Stroma,0.0468881314429295
endothelial.cells,Stroma,0.06320142289903846
fibroblasts,Stroma,0.0583781134040973
macrophages,Tumor,0.13985232144680004
mast,Tumor,0.00477175767828331
B.naive,Tumor,0.013933539378886275
B.memory,Tumor,0.0
plasma,Tumor,0.011438691491401701
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.0
T.CD8.naive,Tumor,0.45779577319037484
T.CD8.memory,Tumor,0.0
NK,Tumor,0.04314130412600042
pDCs,Tumor,0.02952628795926505
mDCs,Tumor,0.0
monocytes.C,Tumor,0.03431814637646435
monocytes.NC.I,Tumor,0.04010446344282641
neutrophils,Tumor,0.09632299574500239
Treg,Tumor,0.0
endothelial.cells,Tumor,0.11139572059354697
fibroblasts,Tumor,0.017398998571148128
macrophages,Stroma,0.2645447972526549
mast,Stroma,0.0012889446012125409
B.naive,Stroma,0.0
B.memory,Stroma,0.0
plasma,Stroma,0.027012769642371665
T.CD4.naive,Stroma,0.0
T.CD4.memory,Stroma,0.12392426887757856
T.CD8.naive,Stroma,0.02030750038724135
T.CD8.memory,Stroma,0.12153815086261105
NK,Stroma,0.014431970555466843
pDCs,Stroma,0.0211428047474469
mDCs,Stroma,0.00038898755514573535
monocytes.C,Stroma,0.03359777026834426
monocytes.NC.I,Stroma,0.07790560969234293
neutrophils,Stroma,0.01847435513354191
Treg,Stroma,0.010135088928931868
endothelial.cells,Stroma,0.14704915344817723
fibroblasts,Stroma,0.11825782804693216
macrophages,Tumor,0.09563413373716975
mast,Tumor,0.005076133724384012
B.naive,Tumor,0.03624139269547336
B.memory,Tumor,0.0
plasma,Tumor,0.0
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.0
T.CD8.naive,Tumor,0.47627988512588265
T.CD8.memory,Tumor,0.0
NK,Tumor,0.035236540799134165
pDCs,Tumor,0.023280383841124196
mDCs,Tumor,0.0
monocytes.C,Tumor,0.08810470226878131
monocytes.NC.I,Tumor,0.0
neutrophils,Tumor,0.13981825596074274
Treg,Tumor,0.0
endothelial.cells,Tumor,0.08033713834115105
fibroblasts,Tumor,0.019991433506156626
macrophages,Stroma,0.10589864421933652
mast,Stroma,0.0015292270888709353
B.naive,Stroma,0.03571666140694325
B.memory,Stroma,0.03192056637224741
plasma,Stroma,0.0050746200363804604
T.CD4.naive,Stroma,0.0
T.CD4.memory,Stroma,0.3898160142408008
T.CD8.naive,Stroma,0.1154989581725611
T.CD8.memory,Stroma,0.0862174210043582
NK,Stroma,0.006375808416998207
pDCs,Stroma,0.033237964895308364
mDCs,Stroma,0.005492945560112383
monocytes.C,Stroma,0.0
monocytes.NC.I,Stroma,0.0205637480158904
neutrophils,Stroma,0.012069319843055829
Treg,Stroma,0.007321515129162391
endothelial.cells,Stroma,0.08405606362424965
fibroblasts,Stroma,0.059210521973724124
macrophages,Tumor,0.1287509959678627
mast,Tumor,0.005973513451348067
B.naive,Tumor,0.006267331746784744
B.memory,Tumor,0.0
plasma,Tumor,0.00705304308907385
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.0
T.CD8.naive,Tumor,0.46105210132038993
T.CD8.memory,Tumor,0.006871630761033073
NK,Tumor,0.018991060818247824
pDCs,Tumor,0.035326949116395875
mDCs,Tumor,0.0
monocytes.C,Tumor,0.03975391220110204
monocytes.NC.I,Tumor,0.05053605650355598
neutrophils,Tumor,0.11912490245828983
Treg,Tumor,0.0
endothelial.cells,Tumor,0.10030842287533061
fibroblasts,Tumor,0.01999007969058566
macrophages,Stroma,0.17955283311575776
mast,Stroma,0.001283075593987191
B.naive,Stroma,0.03232294045466983
B.memory,Stroma,0.0
plasma,Stroma,0.015891419765932963
T.CD4.naive,Stroma,0.0
T.CD4.memory,Stroma,0.3009299510239436
T.CD8.naive,Stroma,0.0
T.CD8.memory,Stroma,0.10699536964052737
NK,Stroma,0.017993119354852073
pDCs,Stroma,0.03193732000963512
mDCs,Stroma,0.010073723497516673
monocytes.C,Stroma,0.0036161211841245038
monocytes.NC.I,Stroma,0.04291281528045994
neutrophils,Stroma,0.023972856367549603
Treg,Stroma,0.030074861166986166
endothelial.cells,Stroma,0.1312855717115661
fibroblasts,Stroma,0.07115802183249118
macrophages,Tumor,0.14011038281882338
mast,Tumor,0.004752210234264183
B.naive,Tumor,0.04246039603930382
B.memory,Tumor,0.0
plasma,Tumor,0.0024155731878335407
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.0
T.CD8.naive,Tumor,0.39408558596055077
T.CD8.memory,Tumor,0.0
NK,Tumor,0.052367103198192294
pDCs,Tumor,0.027246090993169145
mDCs,Tumor,0.0
monocytes.C,Tumor,0.00444252142219918
monocytes.NC.I,Tumor,0.025732092960621296
neutrophils,Tumor,0.19356728479790586
Treg,Tumor,0.0
endothelial.cells,Tumor,0.09153254287337827
fibroblasts,Tumor,0.021288215513758244
macrophages,Stroma,0.17324587574510095
mast,Stroma,0.0005928457583753538
B.naive,Stroma,0.03829387759063908
B.memory,Stroma,0.0
plasma,Stroma,0.02196898498837901
T.CD4.naive,Stroma,0.0
T.CD4.memory,Stroma,0.23676711130796502
T.CD8.naive,Stroma,0.0
T.CD8.memory,Stroma,0.13369470424981814
NK,Stroma,0.04266043287521424
pDCs,Stroma,0.02891568834821121
mDCs,Stroma,0.015986923061868902
monocytes.C,Stroma,0.012422495657714382
monocytes.NC.I,Stroma,0.04791517282230672
neutrophils,Stroma,0.01929169410046807
Treg,Stroma,0.015078009281794216
endothelial.cells,Stroma,0.09264374007249372
fibroblasts,Stroma,0.12052244413965088
macrophages,Tumor,0.2755148409046359
mast,Tumor,0.006652565815146749
B.naive,Tumor,0.008995169427901389
B.memory,Tumor,0.0
plasma,Tumor,0.00345053211953116
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.0
T.CD8.naive,Tumor,0.27617612245774464
T.CD8.memory,Tumor,0.03314954591719984
NK,Tumor,0.01888438101423304
pDCs,Tumor,0.027385781269263845
mDCs,Tumor,0.0
monocytes.C,Tumor,0.023687516958626267
monocytes.NC.I,Tumor,0.017689301844996858
neutrophils,Tumor,0.20657501173502107
Treg,Tumor,0.0
endothelial.cells,Tumor,0.08627288604276132
fibroblasts,Tumor,0.015566344492937785
macrophages,Stroma,0.4224445116336685
mast,Stroma,0.000870813363232203
B.naive,Stroma,0.0
B.memory,Stroma,0.0
plasma,Stroma,0.03001440617067788
T.CD4.naive,Stroma,0.0
T.CD4.memory,Stroma,0.133437786187088
T.CD8.naive,Stroma,0.023004224669706745
T.CD8.memory,Stroma,0.07009484575106201
NK,Stroma,0.0017530910300747834
pDCs,Stroma,0.01886404618581773
mDCs,Stroma,0.0
monocytes.C,Stroma,0.020137318412863574
monocytes.NC.I,Stroma,0.07989210021544957
neutrophils,Stroma,0.04118780850509998
Treg,Stroma,0.0
endothelial.cells,Stroma,0.10016488926389856
fibroblasts,Stroma,0.058134158611360495
macrophages,Tumor,0.35103223441172415
mast,Tumor,0.004887496555029574
B.naive,Tumor,0.0
B.memory,Tumor,0.0
plasma,Tumor,0.0
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.0
T.CD8.naive,Tumor,0.25571763221739
T.CD8.memory,Tumor,0.0
NK,Tumor,0.025438715510110944
pDCs,Tumor,0.018375678717158818
mDCs,Tumor,0.0
monocytes.C,Tumor,0.009750870836515336
monocytes.NC.I,Tumor,0.05425561318332753
neutrophils,Tumor,0.1783464066381676
Treg,Tumor,0.0
endothelial.cells,Tumor,0.08191389943222865
fibroblasts,Tumor,0.020281452498347407
macrophages,Tumor,0.2168509355808911
mast,Tumor,0.004114542066078289
B.naive,Tumor,0.027547618948969076
B.memory,Tumor,0.0
plasma,Tumor,0.0
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.0
T.CD8.naive,Tumor,0.30886534011658895
T.CD8.memory,Tumor,2.171590310431468e-05
NK,Tumor,0.03180572480355185
pDCs,Tumor,0.01964484617577553
mDCs,Tumor,0.0
monocytes.C,Tumor,0.06226001013347216
monocytes.NC.I,Tumor,0.053799334159157226
neutrophils,Tumor,0.12598537735325904
Treg,Tumor,0.0
endothelial.cells,Tumor,0.12268238171692693
fibroblasts,Tumor,0.026422173042225463
macrophages,Stroma,0.14487134999767282
mast,Stroma,0.001823452023055787
B.naive,Stroma,0.0037963459783421885
B.memory,Stroma,0.0
plasma,Stroma,0.0256659834793269
T.CD4.naive,Stroma,0.0
T.CD4.memory,Stroma,0.1937213458977922
T.CD8.naive,Stroma,0.0
T.CD8.memory,Stroma,0.11676812618006145
NK,Stroma,0.0
pDCs,Stroma,0.009133360721046393
mDCs,Stroma,0.004475451288462241
monocytes.C,Stroma,0.020343944986823223
monocytes.NC.I,Stroma,0.07833216748348015
neutrophils,Stroma,0.017577187856628155
Treg,Stroma,0.05966779836279364
endothelial.cells,Stroma,0.18072959326591925
fibroblasts,Stroma,0.1430938924785958
macrophages,Tumor,0.33926864500134996
mast,Tumor,0.00315890450438488
B.naive,Tumor,0.0
B.memory,Tumor,0.009834560848076409
plasma,Tumor,0.0
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.0
T.CD8.naive,Tumor,0.2241054063990056
T.CD8.memory,Tumor,0.02885615568335358
NK,Tumor,0.034046550490798
pDCs,Tumor,0.012227390735641556
mDCs,Tumor,0.0
monocytes.C,Tumor,0.0
monocytes.NC.I,Tumor,0.04077502008541017
neutrophils,Tumor,0.18202018332343078
Treg,Tumor,0.0
endothelial.cells,Tumor,0.10429534458230934
fibroblasts,Tumor,0.021411838346239505
macrophages,Stroma,0.20310930378405967
mast,Stroma,0.00015997012791864893
B.naive,Stroma,0.03986233831218833
B.memory,Stroma,0.0
plasma,Stroma,0.03185464724806412
T.CD4.naive,Stroma,0.0
T.CD4.memory,Stroma,0.17423356161646456
T.CD8.naive,Stroma,0.005173789501492332
T.CD8.memory,Stroma,0.09839557309773718
NK,Stroma,0.007409154654168354
pDCs,Stroma,0.020145700987894543
mDCs,Stroma,0.0
monocytes.C,Stroma,0.00827990683041181
monocytes.NC.I,Stroma,0.04568870087807526
neutrophils,Stroma,0.016098102735728884
Treg,Stroma,0.007039192124421047
endothelial.cells,Stroma,0.1671374993735453
fibroblasts,Stroma,0.17541255872782982
macrophages,Tumor,0.07970056976198053
mast,Tumor,0.0052641899204999955
B.naive,Tumor,0.029641446044129882
B.memory,Tumor,0.0
plasma,Tumor,0.005565623440946828
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.13121199626890587
T.CD8.naive,Tumor,0.211631624623797
T.CD8.memory,Tumor,0.006924811217688392
NK,Tumor,0.11702092681431253
pDCs,Tumor,0.04544784685946817
mDCs,Tumor,0.0
monocytes.C,Tumor,0.011032273136555503
monocytes.NC.I,Tumor,0.021847930533915427
neutrophils,Tumor,0.15550810165764467
Treg,Tumor,0.0
endothelial.cells,Tumor,0.1377543204032084
fibroblasts,Tumor,0.04144833931694673
macrophages,Stroma,0.10009138559722518
mast,Stroma,0.0026162844112953237
B.naive,Stroma,0.043410520648267566
B.memory,Stroma,0.0
plasma,Stroma,0.006907315104466048
T.CD4.naive,Stroma,0.0
T.CD4.memory,Stroma,0.17447615811657724
T.CD8.naive,Stroma,0.0
T.CD8.memory,Stroma,0.17449773021750306
NK,Stroma,0.001690057054133995
pDCs,Stroma,0.026014823906113833
mDCs,Stroma,0.0
monocytes.C,Stroma,0.027921301763045418
monocytes.NC.I,Stroma,0.0398656642812284
neutrophils,Stroma,0.021898394456820347
Treg,Stroma,0.047404814871452136
endothelial.cells,Stroma,0.16848854961774232
fibroblasts,Stroma,0.16471699995412917
macrophages,Tumor,0.23853788558079908
mast,Tumor,0.003660753506029657
B.naive,Tumor,0.01512672260914771
B.memory,Tumor,0.0
plasma,Tumor,0.0
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.0
T.CD8.naive,Tumor,0.2983858253393055
T.CD8.memory,Tumor,0.0
NK,Tumor,0.02064946713375437
pDCs,Tumor,0.03002781246799141
mDCs,Tumor,0.0
monocytes.C,Tumor,0.0031846608803551635
monocytes.NC.I,Tumor,0.04710509163555689
neutrophils,Tumor,0.2254733941963546
Treg,Tumor,0.0
endothelial.cells,Tumor,0.084038470718227
fibroblasts,Tumor,0.03380991593247856
macrophages,Tumor,0.23746305042651605
mast,Tumor,0.0051536275510043
B.naive,Tumor,0.0
B.memory,Tumor,0.0
plasma,Tumor,0.006083788131222959
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.0
T.CD8.naive,Tumor,0.341612077023319
T.CD8.memory,Tumor,0.009860341941607939
NK,Tumor,0.028385326555946916
pDCs,Tumor,0.02629630226309822
mDCs,Tumor,0.0
monocytes.C,Tumor,0.030405625454360923
monocytes.NC.I,Tumor,0.0095515402102984
neutrophils,Tumor,0.19301406194224652
Treg,Tumor,0.0
endothelial.cells,Tumor,0.10292823871341847
fibroblasts,Tumor,0.009246019786960297
macrophages,Stroma,0.4806514009964538
mast,Stroma,0.0010438006922984344
B.naive,Stroma,0.0
B.memory,Stroma,0.0
plasma,Stroma,0.013228456132454462
T.CD4.naive,Stroma,0.0
T.CD4.memory,Stroma,0.06750024594566147
T.CD8.naive,Stroma,0.0
T.CD8.memory,Stroma,0.09164549903505465
NK,Stroma,0.0014999385521719758
pDCs,Stroma,0.026960533682773607
mDCs,Stroma,0.0
monocytes.C,Stroma,0.04613660933439554
monocytes.NC.I,Stroma,0.09720097600960428
neutrophils,Stroma,0.030118493406720737
Treg,Stroma,0.03001410565418401
endothelial.cells,Stroma,0.09521252816156951
fibroblasts,Stroma,0.01878741239665728
macrophages,Tumor,0.12505232141658473
mast,Tumor,0.002226768235334312
B.naive,Tumor,0.0027319143159252692
B.memory,Tumor,0.0
plasma,Tumor,0.010985138293958337
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.05505097479301047
T.CD8.naive,Tumor,0.0
T.CD8.memory,Tumor,0.09356224111056141
NK,Tumor,0.022374164145733923
pDCs,Tumor,0.01714688652683125
mDCs,Tumor,0.0
monocytes.C,Tumor,0.0
monocytes.NC.I,Tumor,0.024403055632685806
neutrophils,Tumor,0.09030879473165188
Treg,Tumor,0.0427328477243863
endothelial.cells,Tumor,0.20692709745700305
fibroblasts,Tumor,0.30649779561633317
macrophages,Stroma,0.20872564558537351
mast,Stroma,0.0005888680249134118
B.naive,Stroma,0.003626609097027009
B.memory,Stroma,0.0
plasma,Stroma,0.0
T.CD4.naive,Stroma,0.0
T.CD4.memory,Stroma,0.09240558561153245
T.CD8.naive,Stroma,0.0
T.CD8.memory,Stroma,0.174108607475431
NK,Stroma,0.009280479155261007
pDCs,Stroma,0.01003871848980895
mDCs,Stroma,0.0019241750584348932
monocytes.C,Stroma,0.024858819745939148
monocytes.NC.I,Stroma,0.020847961122965896
neutrophils,Stroma,0.028388162128478677
Treg,Stroma,0.06025929474107785
endothelial.cells,Stroma,0.11155871416462382
fibroblasts,Stroma,0.2533883595991323
macrophages,Tumor,0.1106284669300087
mast,Tumor,0.0014053121437453849
B.naive,Tumor,0.0
B.memory,Tumor,0.0
plasma,Tumor,0.013800325749764515
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.0
T.CD8.naive,Tumor,0.0
T.CD8.memory,Tumor,0.159818983102673
NK,Tumor,0.0
pDCs,Tumor,0.02991330543294462
mDCs,Tumor,0.0
monocytes.C,Tumor,0.0
monocytes.NC.I,Tumor,0.0018094445581177915
neutrophils,Tumor,0.15895457242811165
Treg,Tumor,0.04252897496929631
endothelial.cells,Tumor,0.19239143290095778
fibroblasts,Tumor,0.28874918178438025
macrophages,Stroma,0.2138484445237019
mast,Stroma,8.559376516929479e-05
B.naive,Stroma,0.012384343557521948
B.memory,Stroma,0.0
plasma,Stroma,0.0
T.CD4.naive,Stroma,0.0
T.CD4.memory,Stroma,0.06616005614298127
T.CD8.naive,Stroma,0.0
T.CD8.memory,Stroma,0.14954013394106733
NK,Stroma,0.00038284589810028423
pDCs,Stroma,0.013301404203716304
mDCs,Stroma,0.002797805167581934
monocytes.C,Stroma,0.034126186777393944
monocytes.NC.I,Stroma,0.033573498775008384
neutrophils,Stroma,0.02632647258311551
Treg,Stroma,0.03719512149202951
endothelial.cells,Stroma,0.14987613918006423
fibroblasts,Stroma,0.260401953992548
macrophages,Tumor,0.10330337871195408
mast,Tumor,0.0024782200813646613
B.naive,Tumor,0.007746454533523079
B.memory,Tumor,0.0
plasma,Tumor,0.009646014401596322
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.0
T.CD8.naive,Tumor,0.0
T.CD8.memory,Tumor,0.12115965238786514
NK,Tumor,0.0
pDCs,Tumor,0.015438154097303555
mDCs,Tumor,0.0
monocytes.C,Tumor,0.0
monocytes.NC.I,Tumor,0.0110926543827194
neutrophils,Tumor,0.08089997350307225
Treg,Tumor,0.05077188033612412
endothelial.cells,Tumor,0.22343130272201592
fibroblasts,Tumor,0.3740323148424616
macrophages,Stroma,0.19453654298367665
mast,Stroma,0.0007632386977004233
B.naive,Stroma,0.01309271940707031
B.memory,Stroma,0.0
plasma,Stroma,0.0002819139277861561
T.CD4.naive,Stroma,0.0
T.CD4.memory,Stroma,0.06080167697649807
T.CD8.naive,Stroma,0.0
T.CD8.memory,Stroma,0.12020170993737604
NK,Stroma,0.012464397309439327
pDCs,Stroma,0.0023350798881096382
mDCs,Stroma,0.0
monocytes.C,Stroma,0.014164440686862219
monocytes.NC.I,Stroma,0.01510117134913753
neutrophils,Stroma,0.03867304102327643
Treg,Stroma,0.023806255373106266
endothelial.cells,Stroma,0.17748060844637492
fibroblasts,Stroma,0.326297203993586
macrophages,Tumor,0.10789561561205192
mast,Tumor,0.008168060303857904
B.naive,Tumor,0.0
B.memory,Tumor,0.0
plasma,Tumor,0.01260522270766211
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.0
T.CD8.naive,Tumor,0.0
T.CD8.memory,Tumor,0.13127343397389646
NK,Tumor,0.00844852947647989
pDCs,Tumor,0.017961008392327078
mDCs,Tumor,0.0
monocytes.C,Tumor,0.0
monocytes.NC.I,Tumor,0.0
neutrophils,Tumor,0.30800436919545826
Treg,Tumor,0.03342997041385591
endothelial.cells,Tumor,0.15190853866163553
fibroblasts,Tumor,0.220305251262775
macrophages,Stroma,0.23305302420951257
mast,Stroma,0.002029006676263553
B.naive,Stroma,0.015073808021250653
B.memory,Stroma,0.0
plasma,Stroma,0.003899031737293135
T.CD4.naive,Stroma,0.0
T.CD4.memory,Stroma,0.03057513662266751
T.CD8.naive,Stroma,0.0
T.CD8.memory,Stroma,0.08821334079451791
NK,Stroma,0.0
pDCs,Stroma,0.008500447369338233
mDCs,Stroma,0.004066091405651495
monocytes.C,Stroma,0.008240851353243405
monocytes.NC.I,Stroma,0.027429089520692635
neutrophils,Stroma,0.06393183712218638
Treg,Stroma,0.026008542541416976
endothelial.cells,Stroma,0.12013642173612499
fibroblasts,Stroma,0.36884337088984065
macrophages,Tumor,0.07867388426625252
mast,Tumor,0.016708560366526244
B.naive,Tumor,0.0
B.memory,Tumor,0.0
plasma,Tumor,0.012427994476700854
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.0089403196860624
T.CD8.naive,Tumor,0.0
T.CD8.memory,Tumor,0.034856996632169276
NK,Tumor,0.0013537293695825138
pDCs,Tumor,0.002353542483415748
mDCs,Tumor,0.0
monocytes.C,Tumor,0.0
monocytes.NC.I,Tumor,0.0
neutrophils,Tumor,0.4041149600392948
Treg,Tumor,0.1296310359098196
endothelial.cells,Tumor,0.15587720751650286
fibroblasts,Tumor,0.15506176925367315
macrophages,Stroma,0.24575367691421138
mast,Stroma,0.0027304032727136704
B.naive,Stroma,0.016368849885379348
B.memory,Stroma,0.0
plasma,Stroma,0.0025366841494879524
T.CD4.naive,Stroma,0.0
T.CD4.memory,Stroma,0.04148939855607365
T.CD8.naive,Stroma,0.0
T.CD8.memory,Stroma,0.06739476434477724
NK,Stroma,0.004950841446336334
pDCs,Stroma,0.013994490205182522
mDCs,Stroma,0.006369348718814065
monocytes.C,Stroma,0.01674166907644191
monocytes.NC.I,Stroma,0.02579490024304525
neutrophils,Stroma,0.10171105231031947
Treg,Stroma,0.019620763533796996
endothelial.cells,Stroma,0.13393559339321892
fibroblasts,Stroma,0.3006075639502013
macrophages,Tumor,0.08303267538722624
mast,Tumor,0.0033522099496706976
B.naive,Tumor,0.0
B.memory,Tumor,0.0
plasma,Tumor,0.0
T.CD4.naive,Tumor,0.0
T.CD4.memory,Tumor,0.042530959403376964
T.CD8.naive,Tumor,0.0
T.CD8.memory,Tumor,0.03720435665438359
NK,Tumor,0.055120390248832876
pDCs,Tumor,0.02399786908543836
